datetime,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,pm25,pm10,no2,source,aqi,risk_category
2025-07-31 00:00:00,26.3,97.0,975.5,7.9,123.0,1.6,50.0,28.5,16.5,openaq_ground,136.7035175879397,Unhealthy (Sensitive Groups)
2025-07-31 01:00:00,26.2,95.0,975.1,9.8,142.0,0.3,48.3,15.3,26.7,openaq_ground,132.5175879396985,Unhealthy (Sensitive Groups)
2025-07-31 02:00:00,25.8,98.0,974.8,6.4,148.0,3.5,43.0,35.8,32.2,openaq_ground,119.46733668341709,Unhealthy (Sensitive Groups)
2025-07-31 03:00:00,25.5,98.0,974.3,6.2,147.0,5.8,23.0,43.5,31.6,openaq_ground,73.92274678111588,Moderate
2025-07-31 04:00:00,25.3,98.0,974.5,6.8,138.0,3.4,38.5,65.3,30.1,openaq_ground,108.38693467336684,Unhealthy (Sensitive Groups)
2025-07-31 05:00:00,25.4,98.0,974.7,5.3,123.0,1.0,85.3,108.0,28.1,openaq_ground,166.38672286617492,Unhealthy
2025-07-31 06:00:00,25.7,97.0,974.9,7.5,132.0,1.4,72.3,119.0,23.5,openaq_ground,159.67439409905163,Unhealthy
2025-07-31 07:00:00,25.4,97.0,975.7,4.9,156.0,8.0,31.0,96.3,16.6,openaq_ground,90.74678111587983,Moderate
2025-07-31 08:00:00,25.7,95.0,975.9,8.4,127.0,2.9,40.0,27.0,16.9,openaq_ground,112.08040201005025,Unhealthy (Sensitive Groups)
2025-07-31 09:00:00,26.4,91.0,976.3,9.9,147.0,0.3,40.7,22.7,18.7,openaq_ground,113.80402010050253,Unhealthy (Sensitive Groups)
2025-07-31 10:00:00,28.0,85.0,976.3,8.7,143.0,0.3,42.0,23.3,16.5,openaq_ground,117.00502512562814,Unhealthy (Sensitive Groups)
2025-07-31 11:00:00,28.9,82.0,975.8,7.8,151.0,0.2,41.5,34.5,18.2,openaq_ground,115.77386934673368,Unhealthy (Sensitive Groups)
2025-07-31 12:00:00,29.7,78.0,974.9,8.5,162.0,0.1,41.0,35.3,25.2,openaq_ground,114.5427135678392,Unhealthy (Sensitive Groups)
2025-07-31 13:00:00,29.9,76.0,974.2,8.5,155.0,0.0,21.0,36.7,28.9,openaq_ground,69.71673819742489,Moderate
2025-07-31 14:00:00,30.4,74.0,973.5,6.4,153.0,0.0,15.0,48.0,20.6,openaq_ground,57.09871244635193,Moderate
2025-07-31 15:00:00,30.8,72.0,973.1,6.6,163.0,0.0,15.75,62.0,22.0,openaq_ground,58.675965665236056,Moderate
2025-07-31 16:00:00,31.2,70.0,972.5,4.0,190.0,0.0,16.5,82.5,32.6,openaq_ground,64.61111111111111,Moderate
2025-07-31 17:00:00,31.5,69.0,972.5,1.5,173.0,0.0,17.25,72.0,28.4,openaq_ground,61.8304721030043,Moderate
2025-07-31 18:00:00,28.9,85.0,975.1,2.2,215.0,0.1,18.0,62.0,22.3,openaq_ground,63.407725321888414,Moderate
2025-07-31 19:00:00,28.1,88.0,975.0,2.7,293.0,0.2,30.0,73.8,26.0,openaq_ground,88.64377682403435,Moderate
2025-07-31 20:00:00,27.8,89.0,975.8,2.9,47.0,0.1,42.0,83.5,23.5,openaq_ground,117.00502512562814,Unhealthy (Sensitive Groups)
2025-07-31 21:00:00,27.4,92.0,976.8,2.6,74.0,0.0,42.0,66.8,17.6,openaq_ground,117.00502512562814,Unhealthy (Sensitive Groups)
2025-07-31 22:00:00,27.3,93.0,976.7,2.2,132.0,0.0,39.375,92.8,12.2,openaq_ground,110.54145728643216,Unhealthy (Sensitive Groups)
2025-07-31 23:00:00,27.0,95.0,976.6,3.9,114.0,0.0,36.75,38.0,6.4,openaq_ground,104.07788944723617,Unhealthy (Sensitive Groups)
2025-08-01 00:00:00,26.5,93.0,976.4,3.4,174.0,0.2,34.125,47.5,6.0175,openaq_ground,97.318669527897,Moderate
2025-08-01 01:00:00,26.3,90.0,976.0,5.4,132.0,1.3,31.5,57.0,5.635,openaq_ground,91.79828326180258,Moderate
2025-08-01 02:00:00,26.0,94.0,975.4,5.1,132.0,0.1,28.875,66.5,5.2525,openaq_ground,86.27789699570815,Moderate
2025-08-01 03:00:00,25.7,96.0,975.3,3.9,158.0,0.0,26.25,76.0,4.87,openaq_ground,80.75751072961374,Moderate
2025-08-01 05:00:00,25.5,97.0,975.9,3.1,170.0,0.0,21.0,25.0,17.0,openaq_ground,69.71673819742489,Moderate
2025-08-01 06:00:00,25.8,96.0,976.2,5.6,228.0,0.1,30.0,96.8,10.1,openaq_ground,88.64377682403435,Moderate
2025-08-01 07:00:00,26.4,93.0,976.2,2.6,196.0,0.1,24.0,51.0,13.9,openaq_ground,76.02575107296138,Moderate
2025-08-01 08:00:00,27.8,86.0,976.9,5.2,243.0,0.0,22.75,51.5625,14.85,openaq_ground,73.3969957081545,Moderate
2025-08-01 09:00:00,29.1,78.0,977.2,6.1,251.0,0.0,21.5,52.125,15.8,openaq_ground,70.76824034334764,Moderate
2025-08-01 10:00:00,29.9,74.0,976.9,4.9,242.0,0.0,20.25,52.6875,16.75,openaq_ground,68.13948497854078,Moderate
2025-08-01 11:00:00,30.9,72.0,976.6,3.1,216.0,0.1,19.0,53.25,17.7,openaq_ground,65.5107296137339,Moderate
2025-08-01 12:00:00,31.4,72.0,976.0,3.3,167.0,0.2,17.75,53.8125,18.65,openaq_ground,62.88197424892704,Moderate
2025-08-01 13:00:00,32.0,70.0,975.2,3.6,210.0,0.2,16.5,54.375,19.6,openaq_ground,60.25321888412017,Moderate
2025-08-01 15:00:00,30.8,75.0,973.9,10.6,251.0,2.9,14.0,55.5,21.5,openaq_ground,54.99570815450644,Moderate
2025-08-01 16:00:00,29.1,85.0,973.9,4.0,280.0,2.1,15.0,60.3,14.7,openaq_ground,57.09871244635193,Moderate
2025-08-01 17:00:00,29.3,84.0,974.2,4.1,315.0,0.0,23.0,64.0,15.4,openaq_ground,73.92274678111588,Moderate
2025-08-01 18:00:00,28.8,87.0,975.5,1.4,293.0,0.0,25.0,75.0,16.0,openaq_ground,78.12875536480686,Moderate
2025-08-01 19:00:00,28.4,91.0,976.1,1.9,163.0,0.0,33.0,70.8,21.7,openaq_ground,94.95278969957081,Moderate
2025-08-01 20:00:00,28.2,92.0,976.5,2.3,209.0,0.0,28.5,58.3,17.0,openaq_ground,85.4892703862661,Moderate
2025-08-01 21:00:00,28.2,89.0,977.1,4.6,231.0,0.0,15.0,44.0,16.7,openaq_ground,57.09871244635193,Moderate
2025-08-01 22:00:00,28.0,85.0,977.1,6.3,246.0,0.0,15.8,53.8,19.1,openaq_ground,58.78111587982833,Moderate
2025-08-01 23:00:00,27.5,84.0,976.8,4.8,250.0,0.0,16.5,56.3,17.8,openaq_ground,60.25321888412017,Moderate
2025-08-02 00:00:00,27.1,85.0,976.4,5.0,232.0,0.0,13.5,56.0,18.6,openaq_ground,53.94420600858369,Moderate
2025-08-02 01:00:00,26.9,86.0,975.7,6.2,249.0,0.0,22.0,65.3,32.6,openaq_ground,71.8197424892704,Moderate
2025-08-02 02:00:00,26.6,87.0,975.1,5.5,257.0,0.0,31.5,93.3,16.5,openaq_ground,91.79828326180258,Moderate
2025-08-02 03:00:00,26.4,88.0,975.4,4.3,248.0,0.0,25.5,74.0,12.6,openaq_ground,79.18025751072962,Moderate
2025-08-02 04:00:00,26.3,89.0,975.7,4.2,245.0,0.0,31.0,98.3,16.0,openaq_ground,90.74678111587983,Moderate
2025-08-02 05:00:00,26.0,90.0,976.2,4.9,242.0,0.0,34.3,105.0,14.2,openaq_ground,97.68669527896995,Moderate
2025-08-02 06:00:00,27.5,86.0,976.4,5.5,257.0,0.0,35.5,96.3,14.0,openaq_ground,101.0,Unhealthy (Sensitive Groups)
2025-08-02 07:00:00,28.0,85.0,977.0,4.8,255.0,0.0,35.3,90.0,10.8,openaq_ground,99.78969957081546,Moderate
2025-08-02 08:00:00,28.6,81.0,977.5,5.6,245.0,0.0,30.0,82.5,13.9,openaq_ground,88.64377682403435,Moderate
2025-08-02 09:00:00,29.2,78.0,978.0,6.3,252.0,0.0,30.3,98.8,13.8,openaq_ground,89.274678111588,Moderate
2025-08-02 10:00:00,30.2,72.0,978.2,8.6,258.0,0.0,30.3,103.0,13.0,openaq_ground,89.274678111588,Moderate
2025-08-02 11:00:00,31.1,70.0,977.7,8.9,245.0,0.0,27.3,88.3,9.98,openaq_ground,82.9656652360515,Moderate
2025-08-02 12:00:00,31.7,70.0,976.8,9.2,247.0,0.0,25.3,83.0,17.2,openaq_ground,78.75965665236052,Moderate
2025-08-02 13:00:00,32.2,68.0,975.6,10.2,256.0,0.0,25.8,86.3,19.2,openaq_ground,79.81115879828327,Moderate
2025-08-02 14:00:00,32.4,66.0,974.6,10.9,264.0,0.0,24.3,67.5,27.8,openaq_ground,76.65665236051503,Moderate
2025-08-02 15:00:00,32.4,65.0,974.3,10.8,269.0,0.0,22.5,57.5,22.8,openaq_ground,72.87124463519314,Moderate
2025-08-02 16:00:00,32.0,69.0,973.8,9.2,287.0,0.0,24.0,41.0,26.1,openaq_ground,76.02575107296138,Moderate
2025-08-02 17:00:00,31.1,76.0,974.0,5.2,241.0,0.9,23.0,52.0,30.6,openaq_ground,73.92274678111588,Moderate
2025-08-02 18:00:00,30.5,74.0,975.6,6.2,278.0,0.0,20.0,49.0,30.9,openaq_ground,67.61373390557941,Moderate
2025-08-02 19:00:00,29.5,76.0,976.2,7.7,267.0,0.0,15.5,44.5,13.9,openaq_ground,58.15021459227468,Moderate
2025-08-02 20:00:00,28.7,79.0,976.9,5.8,250.0,0.0,11.0,32.3,9.7,openaq_ground,45.833333333333336,Good
2025-08-02 21:00:00,28.5,81.0,977.3,5.6,248.0,0.0,10.5,24.8,14.6,openaq_ground,43.75,Good
2025-08-02 22:00:00,28.4,82.0,977.1,4.6,231.0,0.0,10.0,22.5,20.7,openaq_ground,41.66666666666667,Good
2025-08-02 23:00:00,28.2,83.0,977.1,4.4,215.0,0.0,14.0,36.8,30.9,openaq_ground,54.99570815450644,Moderate
2025-08-03 00:00:00,28.1,83.0,977.2,6.5,194.0,0.0,15.8,38.8,30.1,openaq_ground,58.78111587982833,Moderate
2025-08-03 01:00:00,27.9,82.0,976.7,7.5,210.0,0.0,14.3,44.3,30.8,openaq_ground,55.62660944206009,Moderate
2025-08-03 02:00:00,27.5,83.0,976.1,7.0,220.0,0.0,22.0,72.5,18.0,openaq_ground,71.8197424892704,Moderate
2025-08-03 03:00:00,27.2,85.0,976.2,7.3,205.0,0.0,25.3,96.8,9.85,openaq_ground,78.75965665236052,Moderate
2025-08-03 04:00:00,27.0,87.0,976.5,7.5,215.0,0.0,26.5,86.5,10.8,openaq_ground,81.28326180257511,Moderate
2025-08-03 05:00:00,27.0,88.0,976.7,7.3,228.0,0.0,29.0,102.0,8.83,openaq_ground,86.54077253218884,Moderate
2025-08-03 06:00:00,26.8,91.0,976.9,11.8,243.0,0.1,31.8,119.0,13.5,openaq_ground,92.42918454935624,Moderate
2025-08-03 07:00:00,27.6,87.0,977.6,8.7,248.0,0.0,33.8,118.0,11.3,openaq_ground,96.63519313304721,Moderate
2025-08-03 08:00:00,29.2,79.0,978.2,7.8,255.0,0.0,36.0,120.0,11.6,openaq_ground,102.23115577889448,Unhealthy (Sensitive Groups)
2025-08-03 09:00:00,30.1,71.0,978.5,9.4,272.0,0.0,43.3,129.0,9.13,openaq_ground,120.20603015075376,Unhealthy (Sensitive Groups)
2025-08-03 10:00:00,31.2,68.0,978.8,10.9,279.0,0.0,38.0,142.0,13.5,openaq_ground,107.15577889447236,Unhealthy (Sensitive Groups)
2025-08-03 11:00:00,32.1,66.0,978.4,11.6,286.0,0.0,37.0,148.0,13.9,openaq_ground,104.69346733668341,Unhealthy (Sensitive Groups)
2025-08-03 12:00:00,32.7,66.0,978.1,10.5,289.0,0.1,34.8,144.0,13.9,openaq_ground,98.7381974248927,Moderate
2025-08-03 13:00:00,32.9,65.0,977.5,8.9,283.0,0.0,37.0,146.0,19.8,openaq_ground,104.69346733668341,Unhealthy (Sensitive Groups)
2025-08-03 14:00:00,33.1,66.0,976.9,8.7,284.0,0.0,36.8,151.0,26.5,openaq_ground,104.20100502512562,Unhealthy (Sensitive Groups)
2025-08-03 15:00:00,32.9,66.0,976.0,7.8,278.0,0.0,36.8,147.0,25.9,openaq_ground,104.20100502512562,Unhealthy (Sensitive Groups)
2025-08-03 16:00:00,31.1,74.0,975.9,10.1,295.0,0.5,38.3,134.0,29.1,openaq_ground,107.89447236180904,Unhealthy (Sensitive Groups)
2025-08-03 17:00:00,31.4,74.0,975.7,5.1,280.0,0.0,36.0,116.0,28.6,openaq_ground,102.23115577889448,Unhealthy (Sensitive Groups)
2025-08-03 18:00:00,31.1,73.0,976.8,4.2,275.0,0.0,36.5,115.0,27.6,openaq_ground,103.46231155778895,Unhealthy (Sensitive Groups)
2025-08-03 19:00:00,30.3,77.0,977.1,3.9,242.0,0.0,36.0,115.0,21.8,openaq_ground,102.23115577889448,Unhealthy (Sensitive Groups)
2025-08-03 20:00:00,29.6,80.0,977.7,5.5,224.0,0.0,33.0,110.0,15.8,openaq_ground,94.95278969957081,Moderate
2025-08-03 21:00:00,29.1,80.0,978.5,6.7,232.0,0.0,33.0,108.0,15.1,openaq_ground,94.95278969957081,Moderate
2025-08-03 22:00:00,28.7,80.0,978.8,5.2,250.0,0.0,31.8,102.0,18.9,openaq_ground,92.42918454935624,Moderate
2025-08-03 23:00:00,28.4,82.0,978.8,5.3,232.0,0.0,28.0,82.5,15.6,openaq_ground,84.43776824034336,Moderate
2025-08-04 00:00:00,28.0,84.0,978.4,4.4,235.0,0.0,28.0,80.5,13.1,openaq_ground,84.43776824034336,Moderate
2025-08-04 01:00:00,27.6,87.0,978.1,3.3,234.0,0.0,27.3,88.5,16.5,openaq_ground,82.9656652360515,Moderate
2025-08-04 02:00:00,27.0,89.0,978.4,9.0,68.0,0.1,24.0,90.3,17.3,openaq_ground,76.02575107296138,Moderate
2025-08-04 03:00:00,26.3,93.0,978.0,4.8,135.0,0.0,22.0,93.5,15.5,openaq_ground,71.8197424892704,Moderate
2025-08-04 04:00:00,26.2,95.0,978.1,4.7,173.0,0.0,24.0,98.7,13.7,openaq_ground,76.02575107296138,Moderate
2025-08-04 05:00:00,26.3,95.0,978.4,2.6,168.0,0.0,23.0,97.0,11.9,openaq_ground,73.92274678111588,Moderate
2025-08-04 06:00:00,28.2,76.0,978.5,9.4,272.0,0.0,37.8,109.0,16.3,openaq_ground,106.66331658291456,Unhealthy (Sensitive Groups)
2025-08-04 07:00:00,28.3,76.0,979.2,10.9,261.0,0.0,65.5,116.0,15.0,openaq_ground,156.16332982086408,Unhealthy
2025-08-04 08:00:00,28.4,76.0,979.6,12.1,260.0,0.0,43.8,116.0,14.2,openaq_ground,121.43718592964824,Unhealthy (Sensitive Groups)
2025-08-04 09:00:00,29.0,76.0,980.0,11.9,256.0,0.0,44.5,123.0,18.0,openaq_ground,123.1608040201005,Unhealthy (Sensitive Groups)
2025-08-04 10:00:00,29.2,76.0,980.2,11.8,263.0,0.0,39.8,122.0,16.3,openaq_ground,111.58793969849245,Unhealthy (Sensitive Groups)
2025-08-04 11:00:00,29.4,77.0,980.2,8.5,257.0,0.0,39.0,124.0,15.7,openaq_ground,109.61809045226131,Unhealthy (Sensitive Groups)
2025-08-04 12:00:00,29.5,76.0,979.6,10.2,249.0,0.0,40.8,108.0,14.3,openaq_ground,114.0502512562814,Unhealthy (Sensitive Groups)
2025-08-04 13:00:00,29.8,75.0,978.9,10.1,246.0,0.0,36.3,104.0,22.5,openaq_ground,102.96984924623115,Unhealthy (Sensitive Groups)
2025-08-04 14:00:00,30.2,75.0,978.3,9.1,253.0,0.0,31.0,86.0,32.5,openaq_ground,90.74678111587983,Moderate
2025-08-04 15:00:00,30.5,75.0,977.5,7.9,254.0,0.0,23.5,48.5,29.8,openaq_ground,74.97424892703863,Moderate
2025-08-04 16:00:00,31.0,75.0,977.1,7.6,252.0,0.0,28.3,57.3,28.5,openaq_ground,85.06866952789701,Moderate
2025-08-04 17:00:00,30.6,78.0,977.1,6.7,224.0,0.0,29.0,70.0,20.1,openaq_ground,86.54077253218884,Moderate
2025-08-04 18:00:00,29.4,83.0,977.9,5.0,182.0,0.0,35.0,71.5,34.4,openaq_ground,99.1587982832618,Moderate
2025-08-04 19:00:00,28.7,86.0,978.2,5.2,194.0,0.0,34.3,78.0,25.6,openaq_ground,97.68669527896995,Moderate
2025-08-04 20:00:00,28.6,85.0,978.7,5.8,178.0,0.0,27.3,80.8,7.45,openaq_ground,82.9656652360515,Moderate
2025-08-04 21:00:00,28.5,85.0,979.4,5.1,186.0,0.0,23.0,76.8,19.9,openaq_ground,73.92274678111588,Moderate
2025-08-04 22:00:00,28.3,87.0,979.5,6.1,194.0,0.0,26.0,66.3,15.3,openaq_ground,80.23175965665237,Moderate
2025-08-04 23:00:00,28.1,87.0,979.1,7.2,199.0,0.0,25.0,65.5,15.9,openaq_ground,78.12875536480686,Moderate
2025-08-05 00:00:00,27.8,87.0,978.7,7.6,202.0,0.0,22.0,69.8,18.7,openaq_ground,71.8197424892704,Moderate
2025-08-05 01:00:00,27.5,87.0,978.1,6.1,199.0,0.0,21.8,71.0,18.9,openaq_ground,71.3991416309013,Moderate
2025-08-05 02:00:00,27.3,87.0,977.6,6.8,217.0,0.0,22.3,79.3,18.5,openaq_ground,72.45064377682404,Moderate
2025-08-05 03:00:00,27.1,86.0,977.5,7.0,228.0,0.0,23.3,87.5,16.9,openaq_ground,74.55364806866953,Moderate
2025-08-05 04:00:00,27.2,85.0,977.7,8.5,246.0,0.0,19.3,95.0,15.2,openaq_ground,70.79797979797979,Moderate
2025-08-05 05:00:00,27.1,84.0,977.9,9.5,255.0,0.0,29.7,102.0,18.8,openaq_ground,88.01287553648069,Moderate
2025-08-05 06:00:00,27.5,79.0,978.0,10.9,261.0,0.0,32.0,99.3,12.8,openaq_ground,92.84978540772534,Moderate
2025-08-05 07:00:00,28.0,77.0,978.5,10.7,264.0,0.0,29.0,88.0,10.2,openaq_ground,86.54077253218884,Moderate
2025-08-05 08:00:00,28.7,76.0,979.1,8.8,266.0,0.0,35.0,96.0,13.9,openaq_ground,99.1587982832618,Moderate
2025-08-05 09:00:00,29.7,74.0,979.5,7.4,264.0,0.0,41.0,100.0,13.9,openaq_ground,114.5427135678392,Unhealthy (Sensitive Groups)
2025-08-05 10:00:00,30.1,73.0,980.1,5.1,306.0,0.1,38.3,101.0,12.1,openaq_ground,107.89447236180904,Unhealthy (Sensitive Groups)
2025-08-05 11:00:00,28.6,78.0,980.5,9.8,325.0,0.5,33.0,92.0,12.2,openaq_ground,94.95278969957081,Moderate
2025-08-05 12:00:00,27.1,88.0,979.9,2.4,197.0,5.0,32.8,90.3,21.4,openaq_ground,94.53218884120172,Moderate
2025-08-05 13:00:00,26.9,91.0,979.3,7.5,120.0,1.9,29.5,88.0,25.8,openaq_ground,87.5922746781116,Moderate
2025-08-05 14:00:00,27.8,89.0,978.6,7.3,164.0,0.3,22.3,61.8,33.7,openaq_ground,72.45064377682404,Moderate
2025-08-05 15:00:00,28.6,86.0,978.2,4.0,188.0,0.1,23.0,67.8,35.7,openaq_ground,73.92274678111588,Moderate
2025-08-05 16:00:00,28.9,84.0,978.2,5.0,178.0,0.0,37.0,76.0,39.2,openaq_ground,104.69346733668341,Unhealthy (Sensitive Groups)
2025-08-05 17:00:00,28.8,85.0,978.2,2.2,166.0,0.0,37.0,73.0,37.7,openaq_ground,104.69346733668341,Unhealthy (Sensitive Groups)
2025-08-05 18:00:00,28.7,87.0,978.8,3.1,121.0,0.4,36.0,92.5,33.2,openaq_ground,102.23115577889448,Unhealthy (Sensitive Groups)
2025-08-05 19:00:00,27.9,90.0,979.1,7.0,130.0,0.0,38.0,77.0,28.0,openaq_ground,107.15577889447236,Unhealthy (Sensitive Groups)
2025-08-05 20:00:00,27.6,89.0,979.6,6.4,137.0,0.0,28.5,64.5,26.3,openaq_ground,85.4892703862661,Moderate
2025-08-05 21:00:00,27.4,88.0,980.1,7.3,142.0,0.0,25.5,70.8,27.1,openaq_ground,79.18025751072962,Moderate
2025-08-05 22:00:00,27.2,88.0,980.3,7.8,146.0,0.0,21.3,66.8,18.4,openaq_ground,70.34763948497854,Moderate
2025-08-05 23:00:00,27.0,88.0,979.8,7.4,151.0,0.0,23.3,67.0,24.9,openaq_ground,74.55364806866953,Moderate
2025-08-06 00:00:00,27.0,88.0,979.6,7.4,162.0,0.0,25.3,69.3,19.5,openaq_ground,78.75965665236052,Moderate
2025-08-06 01:00:00,27.0,88.0,979.0,8.7,163.0,0.0,21.0,66.3,21.2,openaq_ground,69.71673819742489,Moderate
2025-08-06 02:00:00,26.7,90.0,978.4,7.5,170.0,0.0,23.5,66.5,20.6,openaq_ground,74.97424892703863,Moderate
2025-08-06 03:00:00,26.4,91.0,978.6,6.6,193.0,0.0,22.0,74.0,16.7,openaq_ground,71.8197424892704,Moderate
2025-08-06 04:00:00,26.3,90.0,979.3,5.9,232.0,0.0,24.5,86.0,15.5,openaq_ground,77.07725321888412,Moderate
2025-08-06 05:00:00,26.3,88.0,979.7,5.9,270.0,0.0,34.0,104.0,14.7,openaq_ground,97.05579399141632,Moderate
2025-08-06 06:00:00,27.1,82.0,980.1,7.7,252.0,0.2,40.0,115.0,14.0,openaq_ground,112.08040201005025,Unhealthy (Sensitive Groups)
2025-08-06 07:00:00,27.3,80.0,980.3,7.8,251.0,0.0,41.5,125.0,12.3,openaq_ground,115.77386934673368,Unhealthy (Sensitive Groups)
2025-08-06 08:00:00,28.1,79.0,981.0,6.8,248.0,0.0,45.3,131.0,13.9,openaq_ground,125.13065326633165,Unhealthy (Sensitive Groups)
2025-08-06 09:00:00,29.0,75.0,981.2,7.9,259.0,0.0,42.3,123.0,13.2,openaq_ground,117.74371859296483,Unhealthy (Sensitive Groups)
2025-08-06 10:00:00,30.0,72.0,981.2,7.4,264.0,0.0,39.5,123.0,8.63,openaq_ground,110.84924623115577,Unhealthy (Sensitive Groups)
2025-08-06 11:00:00,30.5,71.0,981.1,6.0,261.0,0.0,35.5,118.0,14.9,openaq_ground,101.0,Unhealthy (Sensitive Groups)
2025-08-06 12:00:00,31.0,70.0,980.8,5.1,264.0,0.0,28.7,117.0,16.8,openaq_ground,85.9098712446352,Moderate
2025-08-06 13:00:00,31.0,70.0,979.9,4.5,299.0,0.0,31.0,112.0,16.4,openaq_ground,90.74678111587983,Moderate
2025-08-06 14:00:00,31.4,69.0,979.1,3.6,279.0,0.0,33.3,107.0,20.8,openaq_ground,95.58369098712447,Moderate
2025-08-06 15:00:00,32.1,67.0,978.1,3.8,265.0,0.0,31.7,99.7,20.9,openaq_ground,92.21888412017168,Moderate
2025-08-06 16:00:00,31.7,68.0,977.3,2.7,266.0,0.1,34.0,96.5,20.3,openaq_ground,97.05579399141632,Moderate
2025-08-06 17:00:00,29.9,73.0,977.3,9.0,240.0,0.2,37.0,101.0,26.1,openaq_ground,104.69346733668341,Unhealthy (Sensitive Groups)
2025-08-06 18:00:00,29.7,78.0,978.0,4.3,315.0,0.0,44.5,119.0,34.8,openaq_ground,123.1608040201005,Unhealthy (Sensitive Groups)
2025-08-06 19:00:00,28.9,82.0,978.4,3.1,277.0,0.0,37.5,113.0,31.4,openaq_ground,105.92462311557789,Unhealthy (Sensitive Groups)
2025-08-06 20:00:00,28.4,85.0,978.7,4.3,242.0,0.0,32.0,90.5,23.4,openaq_ground,92.84978540772534,Moderate
2025-08-06 21:00:00,28.2,87.0,979.2,3.2,254.0,0.0,29.5,78.5,20.6,openaq_ground,87.5922746781116,Moderate
2025-08-06 22:00:00,28.0,88.0,979.5,2.4,222.0,0.0,30.0,70.8,19.5,openaq_ground,88.64377682403435,Moderate
2025-08-06 23:00:00,27.7,88.0,979.3,3.8,229.0,0.0,24.0,61.7,14.0,openaq_ground,76.02575107296138,Moderate
2025-08-07 00:00:00,27.5,86.0,979.0,4.2,220.0,0.0,18.0,65.3,13.2,openaq_ground,63.407725321888414,Moderate
2025-08-07 01:00:00,27.2,87.0,978.4,4.3,208.0,0.0,17.8,75.0,16.3,openaq_ground,62.987124463519315,Moderate
2025-08-07 02:00:00,27.0,86.0,978.1,5.7,233.0,0.0,18.5,88.0,14.4,openaq_ground,67.33333333333334,Moderate
2025-08-07 03:00:00,26.8,84.0,978.3,6.8,267.0,0.0,24.5,102.0,13.4,openaq_ground,77.07725321888412,Moderate
2025-08-07 04:00:00,26.4,82.0,978.6,7.2,271.0,0.0,30.3,111.0,16.2,openaq_ground,89.274678111588,Moderate
2025-08-07 05:00:00,26.0,81.0,978.7,7.4,270.0,0.0,34.0,130.0,12.4,openaq_ground,97.05579399141632,Moderate
2025-08-07 06:00:00,27.3,78.0,978.7,9.8,277.0,0.0,33.8,143.0,14.2,openaq_ground,96.63519313304721,Moderate
2025-08-07 07:00:00,28.0,77.0,979.3,10.2,279.0,0.0,34.3,159.0,12.5,openaq_ground,102.97979797979798,Unhealthy (Sensitive Groups)
2025-08-07 08:00:00,29.1,75.0,979.9,9.8,276.0,0.0,38.5,158.0,10.8,openaq_ground,108.38693467336684,Unhealthy (Sensitive Groups)
2025-08-07 09:00:00,30.5,71.0,980.1,9.7,280.0,0.0,36.8,109.0,11.1,openaq_ground,104.20100502512562,Unhealthy (Sensitive Groups)
2025-08-07 10:00:00,31.8,67.0,980.1,11.0,284.0,0.0,28.0,115.0,9.37,openaq_ground,84.43776824034336,Moderate
2025-08-07 11:00:00,32.8,59.0,979.8,11.5,295.0,0.0,29.0,126.0,14.9,openaq_ground,86.54077253218884,Moderate
2025-08-07 12:00:00,33.4,57.0,979.1,11.1,292.0,0.0,26.3,121.0,12.3,openaq_ground,83.66666666666667,Moderate
2025-08-07 13:00:00,33.7,56.0,978.0,11.1,283.0,0.0,27.0,105.0,16.5,openaq_ground,82.33476394849785,Moderate
2025-08-07 14:00:00,33.9,56.0,976.9,11.8,277.0,0.0,27.0,114.0,19.8,openaq_ground,82.33476394849785,Moderate
2025-08-07 15:00:00,33.8,56.0,975.9,12.2,278.0,0.0,30.0,122.0,33.4,openaq_ground,88.64377682403435,Moderate
2025-08-07 16:00:00,33.5,57.0,975.4,12.8,281.0,0.0,37.3,119.0,30.7,openaq_ground,105.4321608040201,Unhealthy (Sensitive Groups)
2025-08-07 17:00:00,32.7,62.0,975.4,10.0,278.0,0.0,32.0,105.0,25.5,openaq_ground,92.84978540772534,Moderate
2025-08-07 18:00:00,31.4,69.0,976.2,6.3,290.0,0.0,28.0,88.0,23.7,openaq_ground,84.43776824034336,Moderate
2025-08-07 19:00:00,30.3,73.0,976.2,6.7,278.0,0.0,30.0,82.0,23.7,openaq_ground,88.64377682403435,Moderate
2025-08-07 20:00:00,29.7,75.0,976.9,6.0,275.0,0.0,26.5,89.5,16.8,openaq_ground,81.28326180257511,Moderate
2025-08-07 21:00:00,29.2,78.0,977.7,5.3,242.0,0.0,32.3,96.0,15.0,openaq_ground,93.48068669527896,Moderate
2025-08-07 22:00:00,28.8,78.0,978.0,6.4,254.0,0.0,26.3,82.8,13.0,openaq_ground,80.86266094420601,Moderate
2025-08-07 23:00:00,28.4,77.0,978.0,6.9,263.0,0.0,21.8,77.5,13.5,openaq_ground,71.3991416309013,Moderate
2025-08-08 00:00:00,27.9,77.0,977.7,7.7,252.0,0.0,16.8,74.3,9.7,openaq_ground,60.88412017167382,Moderate
2025-08-08 01:00:00,27.6,78.0,977.3,8.0,254.0,0.0,22.3,78.8,15.2,openaq_ground,72.45064377682404,Moderate
2025-08-08 02:00:00,27.3,79.0,977.4,7.7,252.0,0.0,24.0,87.8,13.4,openaq_ground,76.02575107296138,Moderate
