datetime,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,pm25,pm10,no2,source,aqi,risk_category,hour,day_of_week,is_weekend,month,hour_sin,hour_cos,dow_sin,dow_cos,season_autumn,season_spring,season_summer,season_winter,time_of_day_afternoon,time_of_day_evening,time_of_day_morning,time_of_day_night,temperature_2m_roll_24h_mean,temperature_2m_roll_24h_std,temperature_2m_roll_7d_mean,temperature_2m_roll_7d_std,relative_humidity_2m_roll_24h_mean,relative_humidity_2m_roll_24h_std,relative_humidity_2m_roll_7d_mean,relative_humidity_2m_roll_7d_std,surface_pressure_roll_24h_mean,surface_pressure_roll_24h_std,surface_pressure_roll_7d_mean,surface_pressure_roll_7d_std,wind_speed_10m_roll_24h_mean,wind_speed_10m_roll_24h_std,wind_speed_10m_roll_7d_mean,wind_speed_10m_roll_7d_std,precipitation_roll_24h_mean,precipitation_roll_24h_std,precipitation_roll_7d_mean,precipitation_roll_7d_std,pm25_roll_24h_mean,pm25_roll_24h_std,pm25_roll_7d_mean,pm25_roll_7d_std,pm10_roll_24h_mean,pm10_roll_24h_std,pm10_roll_7d_mean,pm10_roll_7d_std,no2_roll_24h_mean,no2_roll_24h_std,no2_roll_7d_mean,no2_roll_7d_std,pm25_lag_24h,pm10_lag_24h,no2_lag_24h,temperature_2m_lag_24h,relative_humidity_2m_lag_24h,surface_pressure_lag_24h,wind_speed_10m_lag_24h,precipitation_lag_24h
2025-09-25 17:00:00,10.7,72.0,994.0,6.9,242.0,0.6,5.9975000000000005,26.066666666666663,17.0,openaq_ground,24.989583333333336,Good,17,3,0,9,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,True,False,False,False,False,True,False,False,11.258333333333333,2.2617647335974027,11.452380952380953,2.522313890761968,58.875,8.872588465997774,66.0,12.60661847079909,992.6333333333333,2.511307760244643,997.5285714285714,6.604997579966058,8.870833333333334,4.356053176369901,10.07857142857143,3.9662315907368395,0.22083333333333333,0.6652748151780172,0.1261904761904762,0.5104085039286615,4.484059375,3.451728118755158,6.269922619047619,5.713900826903569,12.289444444444444,6.706286143054752,14.398492063492064,8.407571660164587,17.8946875,8.406868287832717,20.265059523809526,7.839808894511909,0.0277,11.123333333333331,18.715,15.1,64.0,996.7,5.3,0.0
2025-09-25 18:00:00,9.8,81.0,995.0,8.7,248.0,0.7,4.79,18.64333333333333,35.6,openaq_ground,19.958333333333336,Good,18,3,0,9,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,True,False,False,False,False,True,False,False,11.058333333333332,2.1635149875721407,11.413953488372094,2.5048126434401317,59.708333333333336,9.954152145086816,66.34883720930233,12.663941538178078,992.5749999999999,2.4351144960132673,997.4697674418604,6.53727534927562,8.904166666666667,4.351359524349248,10.046511627906977,3.9243652102515885,0.25,0.670496247112021,0.13953488372093023,0.5118312291053431,4.609892708333334,3.403190867418456,6.2355058139534885,5.649977677573467,12.59375,6.825961669786266,14.497209302325581,8.332062781879483,18.215520833333333,8.935606320489086,20.621686046511627,8.091233198891764,1.77,11.339999999999998,27.9,14.6,61.0,996.4,7.9,0.0
2025-09-25 19:00:00,8.9,90.0,996.1,8.8,319.0,0.0,5.407500000000001,16.643333333333334,51.45,openaq_ground,25.817944600562026,Good,19,3,0,9,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,True,False,False,False,False,True,False,False,10.879166666666668,2.1564824753905776,11.356818181818182,2.504358779489456,61.583333333333336,11.22077524511785,66.88636363636364,13.01379573731663,992.5583333333333,2.408303871240127,997.4386363636364,6.464112590729088,8.833333333333334,4.338068761523973,10.018181818181818,3.8830144563855202,0.25,0.670496247112021,0.13636363636363635,0.5062818909121075,4.735934375,3.372993180588148,6.2166875,5.585288853374101,12.961527777777777,6.795102650304876,14.545984848484848,8.240961953381277,19.0009375,10.873279269475741,21.322329545454547,9.24906479241134,2.3825000000000003,7.8166666666666655,32.6,13.2,45.0,996.5,10.5,0.0
2025-09-25 20:00:00,7.5,94.0,996.9,8.1,315.0,0.0,5.5125,17.80333333333333,54.35,openaq_ground,27.27318346045765,Good,20,3,0,9,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,True,False,False,False,False,True,False,False,10.704166666666666,2.2551350420697696,11.27111111111111,2.541619224594487,63.583333333333336,12.524468804727011,67.4888888888889,13.485045963824696,992.5666666666667,2.423555897520021,997.4266666666666,6.390739038213352,8.783333333333333,4.339371489920657,9.975555555555555,3.8492712152937316,0.25,0.670496247112021,0.13333333333333333,0.5009082659620331,4.833955208333333,3.359359410467197,6.201038888888888,5.522452679394558,13.260694444444445,6.845552576417007,14.61837037037037,8.161234661378879,20.041770833333334,12.913234521369732,22.05627777777778,10.384680582558506,3.16,10.623333333333331,29.37,11.7,46.0,996.7,9.3,0.0
2025-09-25 21:00:00,6.1,94.0,997.2,4.2,313.0,0.0,2.5975,9.266666666666666,45.6,openaq_ground,22.88237655560016,Good,21,3,0,9,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,True,10.5375,2.4418119608548734,11.158695652173913,2.626326212027111,65.375,13.669427964240697,68.06521739130434,13.895486355748833,992.5916666666667,2.4696270914882663,997.4217391304348,6.3194202632652,8.6875,4.416698796711131,9.85,3.9003561090979595,0.25,0.670496247112021,0.13043478260869565,0.4957013281839025,4.885257291666666,3.313184378633268,6.122701086956522,5.486533974577504,13.271944444444443,6.838458570465114,14.502028985507247,8.10852933730624,21.5190625,13.733784149753152,22.568097826086955,10.839523054605701,1.36625,8.996666666666666,10.145,10.1,51.0,996.6,6.5,0.0
2025-09-25 22:00:00,5.3,96.0,997.1,4.4,339.0,0.0,7.623524999999999,16.330000000000002,27.8,openaq_ground,31.7646875,Good,22,3,0,9,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,True,10.362499999999999,2.6601426081419364,11.03404255319149,2.7345833953229413,67.25,14.662136981680588,68.65957446808511,14.334932395079786,992.6374999999999,2.544698239562622,997.4148936170212,6.250529672282784,8.575000000000001,4.492626809804471,9.73404255319149,3.938785764991247,0.25,0.670496247112021,0.1276595744680851,0.4906526831722851,5.156688541666667,3.2567421780086616,6.1546335106382974,5.430984026682287,13.65125,6.740330383859153,14.540921985815602,8.02434006954793,22.277604166666666,13.5480540572688,22.679414893617025,10.748181952088833,1.109175,7.226666666666667,9.595,9.5,51.0,996.0,7.1,0.0
2025-09-25 23:00:00,5.2,96.0,997.1,2.1,20.0,0.0,0.0985,9.805,25.885,openaq_ground,12.989261340826976,Good,23,3,0,9,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,True,10.183333333333334,2.858194423463676,10.9125,2.8333594074728485,69.25,15.186521483954417,69.22916666666667,14.720429548735689,992.7208333333333,2.6590255107209897,997.4083333333333,6.183844199040992,8.254166666666666,4.672675350111135,9.575000000000001,4.049454914724076,0.25,0.670496247112021,0.125,0.4857545129059643,5.1233031250000005,3.3060122874708564,6.028464062499999,5.443539366030043,13.77798611111111,6.632928361011506,14.442256944444445,7.967891990768104,22.9878125,13.256636203453219,22.74619791666667,10.643286566347813,0.89975,6.763333333333333,8.84,9.5,48.0,995.1,9.8,0.0
2025-09-26 00:00:00,4.9,96.0,997.2,1.0,329.0,0.0,0.84095,3.28,23.97,openaq_ground,12.028301886792454,Good,0,4,0,9,0.0,1.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,True,10.049999999999999,3.029133898313684,10.789795918367348,2.932308881095178,70.79166666666667,15.959130320280943,69.77551020408163,15.059970819640899,992.8249999999999,2.7858727459308237,997.4040816326532,6.119162496605456,8.079166666666667,4.86665487888189,9.4,4.190117341236797,0.25,0.670496247112021,0.12244897959183673,0.48099952621357855,5.049290625,3.383529635384093,5.9225964285714285,5.437276415510973,12.945069444444444,6.644256654626786,14.214455782312925,8.044092598877981,23.559479166666666,12.976320971944956,22.771173469387755,10.53328645124935,2.6172500000000003,23.27,10.25,8.1,59.0,994.7,5.2,0.0
2025-09-26 01:00:00,4.9,90.0,996.9,2.5,270.0,0.0,2.11125,6.886666666666667,17.425,openaq_ground,8.796875000000002,Good,1,4,0,9,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,True,9.858333333333333,3.2058257657863636,10.672,3.0193958038667534,72.33333333333333,15.95282901629641,70.18,15.177440293987356,992.9833333333335,2.9075115113107066,997.3939999999999,6.056819735316649,7.6125,4.841156212957897,9.262,4.260396168222396,0.25,0.670496247112021,0.12,0.47638091430094476,5.0631031250000005,3.3702527464432523,5.8463695,5.408433749781232,13.038402777777778,6.537494062571391,14.0679,8.028748090258244,23.939895833333335,12.63880694611981,22.664250000000003,10.452629652169264,1.77975,4.6466666666666665,8.295,9.5,53.0,993.1,13.7,0.0
2025-09-26 02:00:00,6.1,71.0,996.6,8.4,307.0,0.0,1.056135,4.91,8.950000000000001,openaq_ground,4.546296296296297,Good,2,4,0,9,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,True,9.704166666666666,3.296438020528889,10.582352941176472,3.056841892041715,73.04166666666667,15.473621780775598,70.19607843137256,15.025338076520125,993.1458333333334,2.998547353616848,997.3784313725491,5.996976362317505,7.333333333333333,4.576562851773355,9.245098039215685,4.219303910622707,0.25,0.670496247112021,0.11764705882352941,0.47189231074597565,5.0532025,3.382135293232085,5.752443333333334,5.39593002894558,13.090624999999998,6.463884838167134,13.888333333333332,8.050840549629308,23.738020833333334,12.84490615454673,22.3953431372549,10.52426592475228,1.29375,3.6566666666666654,13.795,9.8,54.0,992.7,15.1,0.0
