datetime,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation
2025-09-24 00:00:00,14.9,94,1010.8,20.7,353,0.3
2025-09-24 01:00:00,14.7,96,1010.4,16.9,7,2.5
2025-09-24 02:00:00,14.9,94,1009.6,18.2,3,0.8
2025-09-24 03:00:00,14.7,94,1008.9,16.9,359,0.1
2025-09-24 04:00:00,14.4,95,1008.1,13.4,18,1.8
2025-09-24 05:00:00,14.2,94,1007.3,16.0,8,2.2
2025-09-24 06:00:00,14.6,94,1007.5,18.1,355,0.1
2025-09-24 07:00:00,15.0,94,1007.6,16.5,6,0.3
2025-09-24 08:00:00,15.0,94,1007.3,17.4,13,1.8
2025-09-24 09:00:00,15.8,92,1006.7,22.5,11,0.9
2025-09-24 10:00:00,15.5,94,1005.7,21.5,14,0.8
2025-09-24 11:00:00,15.6,93,1005.2,19.8,12,2.0
2025-09-24 12:00:00,15.7,93,1003.9,19.3,21,1.8
2025-09-24 13:00:00,16.5,87,1002.7,20.1,44,2.9
2025-09-24 14:00:00,16.6,88,1001.8,24.7,29,0.7
2025-09-24 15:00:00,16.4,87,1001.0,27.3,6,0.1
2025-09-24 16:00:00,16.6,88,1000.5,20.4,349,0.1
2025-09-24 17:00:00,16.3,88,1000.2,18.4,348,0.1
2025-09-24 18:00:00,15.4,90,1000.0,15.3,347,0.2
2025-09-24 19:00:00,14.4,94,1000.7,11.6,4,0.5
2025-09-24 20:00:00,14.4,95,1000.5,9.8,18,0.5
2025-09-24 21:00:00,14.3,96,1000.4,9.7,12,0.2
2025-09-24 22:00:00,14.3,98,1000.0,10.6,359,0.1
2025-09-24 23:00:00,14.2,97,999.3,9.8,346,0.1
2025-09-25 00:00:00,14.1,96,998.7,11.2,312,0.3
2025-09-25 01:00:00,13.7,97,998.9,9.9,312,1.7
2025-09-25 02:00:00,13.4,96,998.3,7.3,253,0.5
2025-09-25 03:00:00,12.7,94,997.8,6.5,226,0.0
2025-09-25 04:00:00,12.4,94,997.6,4.6,225,0.0
2025-09-25 05:00:00,12.2,94,997.5,3.7,223,0.0
2025-09-25 06:00:00,12.2,93,997.8,4.9,231,0.0
2025-09-25 07:00:00,12.4,92,998.3,7.9,223,0.0
2025-09-25 08:00:00,13.2,89,998.3,9.7,209,0.0
2025-09-25 09:00:00,14.4,80,998.3,13.4,223,0.0
2025-09-25 10:00:00,15.4,75,998.3,19.1,234,0.1
2025-09-25 11:00:00,15.9,71,998.1,20.8,242,0.0
2025-09-25 12:00:00,16.3,66,998.1,23.9,246,0.0
2025-09-25 13:00:00,15.7,68,997.6,22.5,258,0.0
2025-09-25 14:00:00,16.0,66,997.6,24.0,255,0.0
2025-09-25 15:00:00,15.3,69,997.7,25.2,258,0.0
2025-09-25 16:00:00,14.7,72,998.1,22.0,272,0.0
2025-09-25 17:00:00,13.4,84,998.5,22.0,275,0.9
2025-09-25 18:00:00,13.7,85,999.3,19.7,255,0.1
2025-09-25 19:00:00,12.7,83,1000.5,17.5,243,0.1
2025-09-25 20:00:00,11.8,82,1001.8,14.5,242,0.0
2025-09-25 21:00:00,11.1,81,1002.7,10.8,244,0.0
2025-09-25 22:00:00,10.5,81,1003.3,10.0,253,0.0
2025-09-25 23:00:00,10.1,82,1004.0,8.5,263,0.0
2025-09-26 00:00:00,9.9,82,1004.9,9.5,269,0.0
2025-09-26 01:00:00,10.2,82,1005.4,7.9,274,0.0
2025-09-26 02:00:00,9.7,84,1005.8,6.5,273,0.0
2025-09-26 03:00:00,9.4,84,1006.0,6.2,282,0.0
2025-09-26 04:00:00,9.1,83,1006.7,6.4,295,0.0
2025-09-26 05:00:00,9.0,84,1007.4,5.9,301,0.0
2025-09-26 06:00:00,9.0,84,1008.2,6.5,314,0.0
2025-09-26 07:00:00,10.0,83,1009.3,8.5,318,0.0
2025-09-26 08:00:00,12.0,82,1009.9,8.8,334,0.0
2025-09-26 09:00:00,13.8,68,1010.3,15.8,293,0.1
2025-09-26 10:00:00,14.4,60,1010.5,23.1,285,0.0
2025-09-26 11:00:00,15.5,56,1010.3,23.0,292,0.0
2025-09-26 12:00:00,15.4,56,1010.1,24.8,290,0.0
2025-09-26 13:00:00,15.9,53,1009.6,25.3,295,0.0
2025-09-26 14:00:00,16.0,54,1009.3,25.3,295,0.0
2025-09-26 15:00:00,15.7,60,1009.3,26.8,295,0.0
2025-09-26 16:00:00,15.2,62,1009.7,25.0,298,0.0
2025-09-26 17:00:00,14.2,69,1010.0,19.2,298,0.2
2025-09-26 18:00:00,13.1,79,1011.0,19.8,292,1.0
2025-09-26 19:00:00,12.3,90,1011.1,16.9,309,1.8
2025-09-26 20:00:00,12.6,90,1011.4,20.4,306,0.6
2025-09-26 21:00:00,12.8,90,1011.8,20.7,301,0.9
2025-09-26 22:00:00,12.5,92,1011.9,16.5,297,0.1
2025-09-26 23:00:00,11.9,94,1012.2,12.1,308,0.0
2025-09-27 00:00:00,11.5,94,1012.5,10.1,314,0.0
2025-09-27 01:00:00,10.6,95,1012.4,4.7,317,0.0
2025-09-27 02:00:00,10.0,96,1012.7,5.1,315,0.0
2025-09-27 03:00:00,9.2,97,1012.6,4.2,306,0.0
2025-09-27 04:00:00,8.5,98,1013.2,3.7,321,0.0
2025-09-27 05:00:00,8.0,99,1013.4,3.9,332,0.0
2025-09-27 06:00:00,7.8,98,1014.0,4.7,351,0.0
2025-09-27 07:00:00,9.4,98,1014.9,6.7,2,0.0
2025-09-27 08:00:00,12.1,97,1015.3,4.5,5,0.0
2025-09-27 09:00:00,14.6,86,1015.7,5.0,339,0.1
2025-09-27 10:00:00,16.1,73,1015.8,8.4,307,0.0
2025-09-27 11:00:00,17.0,72,1015.4,7.8,312,0.0
2025-09-27 12:00:00,17.7,69,1015.1,9.1,321,0.0
2025-09-27 13:00:00,18.0,56,1015.0,7.7,301,0.0
2025-09-27 14:00:00,17.4,59,1014.9,12.2,311,0.1
2025-09-27 15:00:00,17.6,61,1014.4,11.6,296,0.4
2025-09-27 16:00:00,17.4,62,1014.3,12.0,288,0.1
2025-09-27 17:00:00,17.1,67,1014.6,7.3,298,0.0
2025-09-27 18:00:00,15.0,78,1015.1,4.3,345,0.0
2025-09-27 19:00:00,13.1,85,1015.8,5.4,4,0.0
2025-09-27 20:00:00,11.9,92,1016.4,5.1,8,0.0
2025-09-27 21:00:00,11.7,95,1016.7,5.6,22,0.0
2025-09-27 22:00:00,11.1,96,1016.6,4.5,23,0.0
2025-09-27 23:00:00,11.1,96,1016.9,6.0,29,0.0
2025-09-28 00:00:00,11.3,96,1016.9,7.4,14,0.0
2025-09-28 01:00:00,10.9,97,1016.8,6.8,11,0.0
2025-09-28 02:00:00,10.1,98,1016.6,4.7,7,0.0
2025-09-28 03:00:00,10.2,98,1016.6,4.0,8,0.0
2025-09-28 04:00:00,10.9,98,1016.9,3.3,54,0.0
2025-09-28 05:00:00,11.2,99,1016.9,7.3,30,0.0
2025-09-28 06:00:00,11.5,99,1017.6,8.0,16,0.0
2025-09-28 07:00:00,12.6,97,1017.9,8.5,358,0.0
2025-09-28 08:00:00,14.1,95,1018.0,10.9,326,0.0
2025-09-28 09:00:00,16.2,83,1018.3,11.9,312,0.1
2025-09-28 10:00:00,17.6,73,1018.2,12.7,309,0.0
2025-09-28 11:00:00,18.9,67,1017.7,13.2,307,0.0
2025-09-28 12:00:00,19.7,64,1016.8,15.8,302,0.2
2025-09-28 13:00:00,19.3,67,1016.1,14.7,295,0.1
2025-09-28 14:00:00,19.1,70,1015.6,18.4,282,0.1
2025-09-28 15:00:00,18.7,74,1015.3,18.7,282,0.1
2025-09-28 16:00:00,18.1,77,1015.3,17.6,281,0.0
2025-09-28 17:00:00,17.4,79,1015.4,15.7,286,0.0
2025-09-28 18:00:00,16.0,86,1015.6,16.2,284,0.0
2025-09-28 19:00:00,15.1,89,1015.9,14.0,286,0.0
2025-09-28 20:00:00,14.8,93,1016.0,8.9,295,0.0
2025-09-28 21:00:00,15.3,92,1016.0,12.7,300,0.1
2025-09-28 22:00:00,15.4,90,1016.1,13.8,278,0.0
2025-09-28 23:00:00,15.1,93,1015.8,9.7,297,0.0
2025-09-29 00:00:00,15.4,92,1015.4,11.5,311,0.0
2025-09-29 01:00:00,15.1,91,1015.0,10.0,326,0.0
2025-09-29 02:00:00,15.3,94,1014.4,12.6,326,0.0
2025-09-29 03:00:00,15.1,94,1013.4,12.5,320,0.0
2025-09-29 04:00:00,14.1,96,1013.4,11.6,317,0.0
2025-09-29 05:00:00,13.7,95,1013.9,12.1,313,0.0
2025-09-29 06:00:00,13.7,94,1014.5,12.4,310,0.0
2025-09-29 07:00:00,14.4,91,1014.7,14.7,311,0.0
2025-09-29 08:00:00,15.8,85,1014.3,22.2,295,0.3
2025-09-29 09:00:00,16.0,85,1013.9,25.1,290,0.1
2025-09-29 10:00:00,15.8,86,1013.3,23.5,288,1.0
2025-09-29 11:00:00,16.5,85,1012.9,25.8,290,0.1
2025-09-29 12:00:00,16.6,84,1012.5,29.6,286,0.7
2025-09-29 13:00:00,17.2,69,1011.8,30.4,289,0.5
2025-09-29 14:00:00,17.1,78,1011.1,27.1,282,0.4
2025-09-29 15:00:00,15.8,81,1010.5,28.0,278,3.1
2025-09-29 16:00:00,15.7,86,1010.3,20.9,280,0.4
2025-09-29 17:00:00,15.2,88,1010.4,19.8,266,0.2
2025-09-29 18:00:00,14.6,89,1011.1,15.6,251,0.1
2025-09-29 19:00:00,13.9,90,1011.8,11.4,246,0.5
2025-09-29 20:00:00,13.0,91,1012.6,11.4,244,0.0
2025-09-29 21:00:00,12.3,92,1012.9,11.3,250,0.0
2025-09-29 22:00:00,11.4,92,1013.0,10.9,261,0.0
2025-09-29 23:00:00,10.8,91,1013.3,9.5,268,0.0
2025-09-30 00:00:00,10.1,89,1013.6,9.4,267,0.0
2025-09-30 01:00:00,10.0,88,1013.0,7.6,266,0.0
2025-09-30 02:00:00,9.3,88,1012.8,8.1,264,0.0
2025-09-30 03:00:00,8.3,90,1012.7,5.8,250,0.0
2025-09-30 04:00:00,8.2,89,1012.9,4.1,221,0.0
2025-09-30 05:00:00,7.9,90,1012.9,2.0,185,0.0
2025-09-30 06:00:00,7.6,91,1013.5,1.8,127,0.0
2025-09-30 07:00:00,8.5,92,1014.1,6.6,123,0.0
2025-09-30 08:00:00,10.2,89,1014.3,4.8,119,0.0
2025-09-30 09:00:00,12.0,79,1014.6,3.6,127,0.0
2025-09-30 10:00:00,13.7,69,1014.1,8.7,225,0.0
2025-09-30 11:00:00,14.8,60,1013.7,11.8,241,0.0
2025-09-30 12:00:00,15.3,56,1013.2,13.7,249,0.0
2025-09-30 13:00:00,15.5,53,1012.3,17.1,249,0.0
2025-09-30 14:00:00,15.3,53,1011.9,18.9,251,0.0
2025-09-30 15:00:00,14.8,54,1011.5,19.8,249,0.0
2025-09-30 16:00:00,14.2,55,1011.2,19.2,253,0.0
2025-09-30 17:00:00,13.6,61,1011.5,16.6,253,0.0
2025-09-30 18:00:00,12.3,66,1012.2,12.9,255,0.0
2025-09-30 19:00:00,11.0,71,1012.3,9.4,271,0.0
2025-09-30 20:00:00,10.3,74,1012.6,9.8,275,0.0
2025-09-30 21:00:00,9.9,76,1012.4,7.0,280,0.0
2025-09-30 22:00:00,8.9,80,1012.0,5.4,290,0.0
2025-09-30 23:00:00,8.8,79,1011.9,4.5,286,0.0
2025-10-01 00:00:00,9.5,77,1011.6,2.4,279,0.0
2025-10-01 01:00:00,9.6,76,1011.3,1.7,311,0.0
2025-10-01 02:00:00,9.5,77,1010.9,2.3,321,0.0
2025-10-01 03:00:00,10.0,77,1010.9,5.2,266,0.0
2025-10-01 04:00:00,10.8,72,1010.5,6.9,265,0.0
2025-10-01 05:00:00,11.1,70,1010.1,7.6,275,0.0
2025-10-01 06:00:00,11.3,69,1010.4,11.2,273,0.0
2025-10-01 07:00:00,11.9,70,1010.8,12.6,266,0.0
2025-10-01 08:00:00,13.2,69,1010.5,15.3,270,0.0
2025-10-01 09:00:00,14.3,60,1010.7,22.8,265,0.0
2025-10-01 10:00:00,14.9,58,1010.9,28.5,266,0.0
2025-10-01 11:00:00,14.7,61,1010.8,29.3,265,0.0
2025-10-01 12:00:00,15.3,62,1010.0,26.1,263,0.1
2025-10-01 13:00:00,15.2,64,1009.6,25.1,265,0.0
2025-10-01 14:00:00,15.9,59,1009.1,27.9,261,0.0
2025-10-01 15:00:00,15.1,66,1008.7,24.7,262,0.0
2025-10-01 16:00:00,15.2,69,1008.6,26.0,262,0.0
2025-10-01 17:00:00,14.6,76,1008.9,23.4,258,0.0
2025-10-01 18:00:00,14.0,79,1009.1,19.0,258,0.0
2025-10-01 19:00:00,13.2,80,1009.2,17.7,261,0.0
2025-10-01 20:00:00,12.8,82,1009.9,15.0,260,0.0
2025-10-01 21:00:00,13.1,81,1010.4,14.1,254,0.0
2025-10-01 22:00:00,12.9,84,1010.6,13.0,252,0.0
2025-10-01 23:00:00,13.0,85,1011.0,13.4,256,0.0
2025-10-02 00:00:00,12.7,89,1011.3,10.6,246,0.0
2025-10-02 01:00:00,12.9,89,1011.2,8.5,242,0.0
2025-10-02 02:00:00,12.5,91,1010.8,4.6,225,0.0
2025-10-02 03:00:00,11.7,91,1010.7,1.7,221,0.0
2025-10-02 04:00:00,11.5,91,1010.9,1.2,297,0.0
2025-10-02 05:00:00,11.6,91,1011.2,1.1,360,0.0
2025-10-02 06:00:00,12.1,89,1011.6,3.4,328,0.0
2025-10-02 07:00:00,12.5,89,1012.2,7.0,334,0.0
2025-10-02 08:00:00,13.7,83,1012.5,9.0,316,0.0
2025-10-02 09:00:00,14.8,80,1012.9,10.1,297,0.0
2025-10-02 10:00:00,16.4,71,1012.7,15.2,280,0.1
2025-10-02 11:00:00,16.4,73,1012.2,16.5,276,0.0
2025-10-02 12:00:00,17.0,74,1011.3,13.2,277,0.0
2025-10-02 13:00:00,18.4,70,1010.5,17.4,287,0.1
2025-10-02 14:00:00,18.2,73,1009.6,20.1,298,0.0
2025-10-02 15:00:00,18.5,75,1009.1,23.1,290,0.3
2025-10-02 16:00:00,17.8,80,1009.0,24.1,284,0.3
2025-10-02 17:00:00,16.8,87,1009.2,25.8,284,0.2
2025-10-02 18:00:00,16.2,92,1009.3,24.1,282,0.1
2025-10-02 19:00:00,15.9,92,1009.3,21.4,288,0.3
2025-10-02 20:00:00,15.7,92,1009.8,20.0,294,0.1
2025-10-02 21:00:00,15.9,92,1009.8,21.3,290,0.1
2025-10-02 22:00:00,15.9,93,1009.8,22.1,296,0.1
2025-10-02 23:00:00,15.5,94,1009.5,20.4,296,0.8
2025-10-03 00:00:00,15.3,94,1009.3,16.6,286,0.2
2025-10-03 01:00:00,15.0,95,1008.8,11.8,289,2.5
2025-10-03 02:00:00,15.2,97,1008.2,13.1,285,1.2
2025-10-03 03:00:00,15.5,97,1007.9,11.5,284,0.1
2025-10-03 04:00:00,15.2,97,1007.5,12.2,308,0.2
2025-10-03 05:00:00,15.1,98,1007.2,11.4,323,0.0
2025-10-03 06:00:00,15.2,98,1007.1,10.6,339,0.0
2025-10-03 07:00:00,15.7,97,1007.2,11.8,343,0.0
2025-10-03 08:00:00,16.2,95,1007.0,14.5,335,0.0
2025-10-03 09:00:00,16.8,92,1006.9,13.4,333,0.1
2025-10-03 10:00:00,18.0,88,1006.3,12.5,332,0.1
2025-10-03 11:00:00,17.6,89,1005.5,11.8,336,0.7
2025-10-03 12:00:00,17.2,91,1004.8,18.6,333,2.1
2025-10-03 13:00:00,17.0,94,1003.9,9.7,349,2.3
2025-10-03 14:00:00,17.1,93,1002.8,11.9,349,1.9
2025-10-03 15:00:00,16.7,94,1002.1,10.2,352,1.4
2025-10-03 16:00:00,16.9,89,1001.5,9.4,340,0.8
2025-10-03 17:00:00,16.7,91,1001.0,8.5,356,0.7
2025-10-03 18:00:00,16.1,91,1001.0,9.9,25,0.9
2025-10-03 19:00:00,15.6,95,1000.8,9.6,16,1.2
2025-10-03 20:00:00,15.7,93,1000.5,10.1,357,0.3
2025-10-03 21:00:00,15.5,94,1000.4,9.8,6,0.1
2025-10-03 22:00:00,15.4,94,999.5,10.0,30,0.0
2025-10-03 23:00:00,14.8,96,999.1,12.8,40,0.0
2025-10-04 00:00:00,15.6,96,997.7,17.7,41,0.0
2025-10-04 01:00:00,15.4,95,997.6,18.6,15,0.6
2025-10-04 02:00:00,15.4,95,996.3,14.5,8,0.8
2025-10-04 03:00:00,14.9,96,995.4,13.9,354,1.5
2025-10-04 04:00:00,14.5,96,995.3,14.1,353,0.0
2025-10-04 05:00:00,14.5,95,994.7,14.8,357,0.0
2025-10-04 06:00:00,14.9,96,994.3,13.2,6,0.0
2025-10-04 07:00:00,14.9,91,994.6,24.8,327,0.6
2025-10-04 08:00:00,14.6,93,994.8,20.5,325,0.7
2025-10-04 09:00:00,15.8,86,994.6,17.5,323,0.1
2025-10-04 10:00:00,16.3,84,994.5,19.1,304,3.5
2025-10-04 11:00:00,15.6,80,994.5,23.9,288,0.2
2025-10-04 12:00:00,16.7,63,993.9,27.5,285,0.3
2025-10-04 13:00:00,16.1,65,993.6,27.1,286,0.1
2025-10-04 14:00:00,16.3,72,993.2,22.4,290,0.1
2025-10-04 15:00:00,15.5,67,992.7,23.1,291,0.1
2025-10-04 16:00:00,14.4,74,992.5,22.1,293,1.2
2025-10-04 17:00:00,13.8,82,992.5,17.4,293,0.4
2025-10-04 18:00:00,13.0,83,992.8,12.5,311,0.2
2025-10-04 19:00:00,11.9,86,993.1,12.5,314,0.0
2025-10-04 20:00:00,11.6,88,993.5,13.0,314,0.0
2025-10-04 21:00:00,11.1,90,993.7,11.8,316,0.0
2025-10-04 22:00:00,10.7,91,993.2,10.9,329,0.0
2025-10-04 23:00:00,10.1,94,993.5,9.0,345,0.0
2025-10-05 00:00:00,10.5,92,993.3,10.2,352,0.0
2025-10-05 01:00:00,10.3,94,993.2,10.3,349,0.0
2025-10-05 02:00:00,9.9,95,992.6,7.2,335,0.0
2025-10-05 03:00:00,9.2,95,992.0,4.8,333,0.0
2025-10-05 04:00:00,8.9,95,991.7,4.2,350,0.0
2025-10-05 05:00:00,8.7,96,991.9,3.0,14,0.0
2025-10-05 06:00:00,8.9,96,991.9,0.4,27,0.0
2025-10-05 07:00:00,9.8,97,992.5,4.5,241,0.0
2025-10-05 08:00:00,11.5,92,992.5,2.9,266,0.0
2025-10-05 09:00:00,13.3,78,993.0,11.6,242,0.1
2025-10-05 10:00:00,14.6,70,992.8,15.6,246,0.2
2025-10-05 11:00:00,15.4,63,993.1,18.4,253,0.2
2025-10-05 12:00:00,16.4,57,993.1,19.4,251,0.0
2025-10-05 13:00:00,16.1,58,993.1,21.5,252,0.1
2025-10-05 14:00:00,15.9,59,993.1,22.1,258,0.0
2025-10-05 15:00:00,15.4,60,993.2,23.7,264,0.0
2025-10-05 16:00:00,14.5,66,993.7,23.4,267,0.2
2025-10-05 17:00:00,14.0,69,994.2,19.1,271,0.0
2025-10-05 18:00:00,12.9,76,994.7,14.6,280,0.0
2025-10-05 19:00:00,11.7,79,995.3,12.4,291,0.0
2025-10-05 20:00:00,11.1,83,996.1,9.6,300,0.0
2025-10-05 21:00:00,11.0,85,996.3,7.3,327,0.0
2025-10-05 22:00:00,11.1,85,996.7,8.4,344,0.0
2025-10-05 23:00:00,10.5,89,997.0,10.4,1,1.8
2025-10-06 00:00:00,10.9,91,997.1,11.0,357,0.1
2025-10-06 01:00:00,10.9,91,997.0,11.1,8,0.1
2025-10-06 02:00:00,10.9,93,996.7,11.4,26,0.1
2025-10-06 03:00:00,10.8,93,996.6,10.7,35,0.1
2025-10-06 04:00:00,10.5,94,996.7,6.6,68,0.0
2025-10-06 05:00:00,9.9,96,997.6,5.0,120,0.0
2025-10-06 06:00:00,10.7,94,998.2,7.5,159,0.0
2025-10-06 07:00:00,11.3,92,999.3,8.8,206,0.0
2025-10-06 08:00:00,12.2,87,1000.5,11.4,209,0.0
2025-10-06 09:00:00,13.6,80,1001.0,11.2,220,0.1
2025-10-06 10:00:00,15.2,71,1000.8,12.4,214,0.0
2025-10-06 11:00:00,16.4,64,1001.4,17.4,231,0.1
2025-10-06 12:00:00,16.7,64,1001.3,18.6,238,0.0
2025-10-06 13:00:00,16.9,61,1001.5,23.1,246,0.0
2025-10-06 14:00:00,15.8,70,1001.6,24.1,255,0.0
2025-10-06 15:00:00,15.4,73,1001.3,24.6,254,0.1
2025-10-06 16:00:00,15.2,73,1001.5,24.0,257,0.0
2025-10-06 17:00:00,14.2,77,1002.1,23.3,261,0.0
2025-10-06 18:00:00,13.2,81,1002.4,18.6,264,0.0
2025-10-06 19:00:00,12.7,79,1002.7,16.4,266,0.0
2025-10-06 20:00:00,12.0,77,1003.1,13.5,272,0.0
2025-10-06 21:00:00,11.6,78,1002.9,9.9,282,0.0
2025-10-06 22:00:00,11.8,78,1002.5,11.1,302,0.0
2025-10-06 23:00:00,12.5,81,1002.7,16.2,307,0.0
2025-10-07 00:00:00,13.5,76,1003.6,21.9,289,0.0
2025-10-07 01:00:00,13.7,78,1003.0,17.4,314,0.0
2025-10-07 02:00:00,13.6,82,1002.2,18.3,320,0.0
2025-10-07 03:00:00,14.1,85,1001.2,22.4,316,0.1
2025-10-07 04:00:00,14.8,86,1000.1,27.1,315,0.1
2025-10-07 05:00:00,15.3,86,999.2,30.8,312,0.1
2025-10-07 06:00:00,14.7,92,999.8,29.0,296,1.3
2025-10-07 07:00:00,14.7,94,1000.0,25.1,285,4.4
2025-10-07 08:00:00,14.5,93,1000.4,23.6,274,2.6
2025-10-07 09:00:00,14.2,92,1001.2,20.8,279,0.8
2025-10-07 10:00:00,14.6,89,1001.6,25.1,273,0.1
2025-10-07 11:00:00,14.9,84,1002.3,28.6,259,1.3
2025-10-07 12:00:00,15.5,69,1003.4,33.4,250,0.3
2025-10-07 13:00:00,15.1,63,1004.2,35.6,247,0.1
2025-10-07 14:00:00,14.9,65,1004.4,37.5,249,0.0
2025-10-07 15:00:00,14.5,65,1004.7,36.2,246,0.0
2025-10-07 16:00:00,13.9,64,1005.4,33.8,243,0.0
2025-10-07 17:00:00,13.2,67,1006.7,29.9,242,0.0
2025-10-07 18:00:00,12.4,67,1007.8,24.2,242,0.0
2025-10-07 19:00:00,11.6,68,1009.3,20.3,240,0.0
2025-10-07 20:00:00,11.4,68,1010.2,20.3,250,0.0
2025-10-07 21:00:00,11.4,69,1011.4,18.9,246,0.0
2025-10-07 22:00:00,11.2,70,1012.2,14.9,236,0.0
2025-10-07 23:00:00,11.0,72,1013.1,14.1,239,0.0
2025-10-08 00:00:00,10.7,73,1014.1,11.2,238,0.0
2025-10-08 01:00:00,9.4,80,1015.2,6.5,236,0.0
2025-10-08 02:00:00,9.4,80,1015.6,6.8,252,0.0
2025-10-08 03:00:00,9.1,81,1015.9,6.3,263,0.0
2025-10-08 04:00:00,9.3,78,1016.4,4.3,285,0.0
2025-10-08 05:00:00,9.3,76,1017.0,2.8,315,0.0
2025-10-08 06:00:00,9.4,79,1017.7,4.9,327,0.0
2025-10-08 07:00:00,11.2,79,1018.6,6.6,311,0.0
2025-10-08 08:00:00,13.4,73,1019.3,6.1,272,0.0
2025-10-08 09:00:00,14.7,64,1019.9,18.3,253,0.0
2025-10-08 10:00:00,15.2,62,1020.3,20.9,253,0.0
2025-10-08 11:00:00,15.6,59,1020.6,23.1,253,0.0
2025-10-08 12:00:00,16.0,56,1020.2,22.3,253,0.0
2025-10-08 13:00:00,15.9,58,1020.4,22.5,251,0.0
2025-10-08 14:00:00,15.7,59,1020.2,21.9,252,0.0
2025-10-08 15:00:00,15.3,60,1020.1,20.9,251,0.0
2025-10-08 16:00:00,15.1,62,1020.2,20.2,250,0.0
2025-10-08 17:00:00,14.6,66,1020.5,15.9,254,0.0
2025-10-08 18:00:00,13.7,69,1021.5,13.2,259,0.0
2025-10-08 19:00:00,12.6,72,1022.1,8.7,262,0.0
2025-10-08 20:00:00,11.8,77,1022.7,5.5,287,0.0
2025-10-08 21:00:00,11.7,77,1023.3,6.3,309,0.0
2025-10-08 22:00:00,11.8,75,1023.4,7.7,309,0.0
2025-10-08 23:00:00,11.6,77,1023.6,6.8,302,0.0
2025-10-09 00:00:00,9.5,82,1023.3,4.8,299,0.0
2025-10-09 01:00:00,9.4,82,1023.1,3.4,317,0.0
2025-10-09 02:00:00,9.0,83,1023.0,3.8,343,0.0
2025-10-09 03:00:00,8.9,85,1023.1,6.3,347,0.0
2025-10-09 04:00:00,9.3,85,1023.1,7.5,340,0.0
2025-10-09 05:00:00,9.8,82,1023.4,7.8,320,0.0
2025-10-09 06:00:00,9.3,82,1023.4,5.7,319,0.0
2025-10-09 07:00:00,10.8,82,1023.7,8.3,342,0.0
2025-10-09 08:00:00,12.8,78,1023.9,10.1,355,0.0
2025-10-09 09:00:00,14.3,73,1024.2,12.5,340,0.0
2025-10-09 10:00:00,15.1,68,1024.3,15.0,320,0.0
2025-10-09 11:00:00,15.4,68,1024.1,14.8,312,0.0
2025-10-09 12:00:00,15.3,70,1024.2,13.2,321,0.0
2025-10-09 13:00:00,15.3,72,1023.8,11.2,339,0.0
2025-10-09 14:00:00,15.7,74,1023.8,12.2,326,0.1
2025-10-09 15:00:00,15.5,79,1023.3,10.7,329,0.1
2025-10-09 16:00:00,15.5,81,1023.3,9.6,334,0.2
2025-10-09 17:00:00,15.2,85,1023.0,10.3,344,0.4
2025-10-09 18:00:00,14.7,88,1022.9,10.7,13,0.4
2025-10-09 19:00:00,14.7,90,1023.0,13.0,6,0.2
2025-10-09 20:00:00,15.0,93,1023.3,14.9,339,0.0
2025-10-09 21:00:00,15.3,93,1023.5,15.4,323,0.0
2025-10-09 22:00:00,15.4,93,1023.9,14.6,321,0.0
2025-10-09 23:00:00,15.5,93,1024.0,15.7,323,0.0
2025-10-10 00:00:00,15.4,94,1023.4,15.8,328,0.0
2025-10-10 01:00:00,15.6,94,1023.7,14.5,314,0.0
2025-10-10 02:00:00,15.8,94,1023.7,14.9,300,0.1
2025-10-10 03:00:00,15.8,94,1022.6,17.1,307,0.0
2025-10-10 04:00:00,15.5,96,1021.7,17.2,312,0.0
2025-10-10 05:00:00,15.5,95,1021.7,15.6,306,0.0
2025-10-10 06:00:00,15.4,96,1022.1,11.2,310,0.0
2025-10-10 07:00:00,16.0,93,1022.2,16.5,311,0.0
2025-10-10 08:00:00,16.6,87,1022.2,18.7,303,0.0
2025-10-10 09:00:00,17.8,79,1022.8,22.1,294,0.1
2025-10-10 10:00:00,18.8,74,1022.8,24.5,293,0.2
2025-10-10 11:00:00,19.4,73,1022.8,24.7,299,0.2
2025-10-10 12:00:00,19.4,71,1022.5,23.5,300,0.1
2025-10-10 13:00:00,18.9,73,1022.8,25.4,295,0.2
2025-10-10 14:00:00,18.1,78,1022.7,20.7,288,0.0
2025-10-10 15:00:00,17.6,82,1022.2,19.4,287,0.0
2025-10-10 16:00:00,17.4,84,1022.3,17.3,283,0.0
2025-10-10 17:00:00,17.3,84,1022.1,14.9,288,0.0
2025-10-10 18:00:00,16.7,85,1022.1,11.8,297,0.0
2025-10-10 19:00:00,15.4,90,1021.9,8.8,321,0.0
2025-10-10 20:00:00,14.8,93,1022.5,9.5,327,0.0
2025-10-10 21:00:00,15.0,94,1022.5,8.9,333,0.0
2025-10-10 22:00:00,15.5,94,1022.0,10.1,344,0.0
2025-10-10 23:00:00,15.6,94,1021.7,10.8,334,0.0
2025-10-11 00:00:00,15.7,93,1021.9,10.5,327,0.0
2025-10-11 01:00:00,15.8,93,1021.5,11.9,331,0.0
2025-10-11 02:00:00,15.7,93,1021.4,11.8,332,0.0
2025-10-11 03:00:00,15.8,93,1021.1,12.1,325,0.0
